Event	ID	Name			Wwise Object Path	Notes
	82238416	play_ca_m50_machine1			\Default Work Unit\play_ca_m50_machine1	
	134727009	play_pressure_in_pipes			\Default Work Unit\play_pressure_in_pipes	
	217380956	play_ca_transformer_boxes			\Default Work Unit\play_ca_transformer_boxes	
	256056923	play_ca_hl_crane			\Default Work Unit\play_ca_hl_crane	
	618833808	play_ca_hl_buildingfire			\Default Work Unit\play_ca_hl_buildingfire	
	662035241	play_ca_bigscreen			\Default Work Unit\play_ca_bigscreen	
	729791448	play_ca_cyberdine_fan_lift			\Default Work Unit\play_ca_cyberdine_fan_lift	
	1094392313	play_swahili_pa			\Default Work Unit\play_swahili_pa	
	1258938483	play_ca_hl_burnbuilding_lod			\Default Work Unit\play_ca_hl_burnbuilding_lod	
	1294751809	play_ca_hl_comp			\Default Work Unit\play_ca_hl_comp	
	1295206604	play_broken_light			\Default Work Unit\play_broken_light	
	1437579903	play_ca_lift_loop			\Default Work Unit\play_ca_lift_loop	
	1730827912	play_ca_fluorescent_light			\Default Work Unit\play_ca_fluorescent_light	
	2056066750	play_ca_hl_steammed			\Default Work Unit\play_ca_hl_steammed	
	2121962484	play_ca_water_fountain_oni			\Default Work Unit\play_ca_water_fountain_oni	
	2440373929	play_ca_water_light_lapping			\Default Work Unit\play_ca_water_light_lapping	
	3179071782	play_ca_smallscreen			\Default Work Unit\play_ca_smallscreen	
	3407656958	play_ca_pipe_med			\Default Work Unit\play_ca_pipe_med	
	3496478656	play_ca_circuit_boxes			\Default Work Unit\play_ca_circuit_boxes	
	3798384589	play_ca_hl_flamefall_fire			\Default Work Unit\play_ca_hl_flamefall_fire	
	3855542372	play_ca_hvac_point			\Default Work Unit\play_ca_hvac_point	
	4169200662	play_ca_hl_flamefall_exp			\Default Work Unit\play_ca_hl_flamefall_exp	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	2235208	loop[ca_fluorescent_light]	C:\Program Files (x86)\Steam\steamapps\common\H2AMPEK\wwise\H2A-Headlong\.cache\Windows\sfx\track1\loop[ca_fluorescent_light]_ddc98ef4.wem		\Actor-Mixer Hierarchy\cex_headlong\Sound Scenery\ca_fluorescent_light\loop[ca_fluorescent_light]		27712
	5269901	swahili[040mz_150_ans]	C:\Program Files (x86)\Steam\steamapps\common\H2AMPEK\wwise\H2A-Headlong\.cache\Windows\sfx\swahili[040mz_150_ans]_ddc98ef4.wem		\Actor-Mixer Hierarchy\cex_headlong\Sound Scenery\swahili\swahili[040mz_150_ans]		619584
	20267120	loop[liquid_fire2]	C:\Program Files (x86)\Steam\steamapps\common\H2AMPEK\wwise\H2A-Headlong\.cache\Windows\sfx\liquid_fire\loop[liquid_fire2]_ddc98ef4.wem		\Actor-Mixer Hierarchy\cex_headlong\Visual FX\ca_hl_flamefall_fire\loop[liquid_fire2]		276544
	29226654	loop[ca_hl_steam_med01]	C:\Program Files (x86)\Steam\steamapps\common\H2AMPEK\wwise\H2A-Headlong\.cache\Windows\sfx\track1\loop[ca_hl_steam_med01]_ddc98ef4.wem		\Actor-Mixer Hierarchy\cex_headlong\Visual FX\ca_hl_steammed\loop[ca_hl_steam_med01]		355392
	46038152	loop[ca_hvac_point_lp2]	C:\Program Files (x86)\Steam\steamapps\common\H2AMPEK\wwise\H2A-Headlong\.cache\Windows\sfx\hvac_point\loop[ca_hvac_point_lp2]_ddc98ef4.wem		\Actor-Mixer Hierarchy\cex_headlong\Sound Scenery\ca_hvac_point\loop[ca_hvac_point_lp2]		321600
	52366603	swahili[040mz_220_ans]	C:\Program Files (x86)\Steam\steamapps\common\H2AMPEK\wwise\H2A-Headlong\.cache\Windows\sfx\swahili[040mz_220_ans]_ddc98ef4.wem		\Actor-Mixer Hierarchy\cex_headlong\Sound Scenery\swahili\swahili[040mz_220_ans]		469056
	53704256	loop[ca_pressure_in_pipes1]	C:\Program Files (x86)\Steam\steamapps\common\H2AMPEK\wwise\H2A-Headlong\.cache\Windows\sfx\pressure_in_pipes\loop[ca_pressure_in_pipes1]_ddc98ef4.wem		\Actor-Mixer Hierarchy\cex_headlong\Sound Scenery\pressure_in_pipes\loop[ca_pressure_in_pipes1]		126016
	55944611	loop[ca_broken_light1]	C:\Program Files (x86)\Steam\steamapps\common\H2AMPEK\wwise\H2A-Headlong\.cache\Windows\sfx\track1\loop[ca_broken_light1]_ddc98ef4.wem		\Actor-Mixer Hierarchy\cex_headlong\Sound Scenery\broken_light\loop[ca_broken_light1]		694336
	60126851	loop[ca_hl_crane04]	C:\Program Files (x86)\Steam\steamapps\common\H2AMPEK\wwise\H2A-Headlong\.cache\Windows\sfx\track1\loop[ca_hl_crane04]_ddc98ef4.wem		\Actor-Mixer Hierarchy\cex_headlong\Sound Scenery\ca_hl_crane\loop[ca_hl_crane04]		867392
	82870699	loop[ca_fanlift_loop_4]	C:\Program Files (x86)\Steam\steamapps\common\H2AMPEK\wwise\H2A-Headlong\.cache\Windows\sfx\fan_loop\loop[ca_fanlift_loop_4]_ddc98ef4.wem		\Actor-Mixer Hierarchy\cex_headlong\Sound Scenery\ca_cyberdine_fan_lift\loop[ca_fanlift_loop_4]		442432
	86873622	loop[ca_hl_crane03]	C:\Program Files (x86)\Steam\steamapps\common\H2AMPEK\wwise\H2A-Headlong\.cache\Windows\sfx\track1\loop[ca_hl_crane03]_ddc98ef4.wem		\Actor-Mixer Hierarchy\cex_headlong\Sound Scenery\ca_hl_crane\loop[ca_hl_crane03]		1088
	88760406	loop[pipe_roar2]	C:\Program Files (x86)\Steam\steamapps\common\H2AMPEK\wwise\H2A-Headlong\.cache\Windows\sfx\track1\loop[pipe_roar2]_ddc98ef4.wem		\Actor-Mixer Hierarchy\cex_headlong\Sound Scenery\ca_pipe_med\loop[pipe_roar2]		433216
	105906189	loop[liquid_fire4]	C:\Program Files (x86)\Steam\steamapps\common\H2AMPEK\wwise\H2A-Headlong\.cache\Windows\sfx\liquid_fire\loop[liquid_fire4]_ddc98ef4.wem		\Actor-Mixer Hierarchy\cex_headlong\Visual FX\ca_hl_flamefall_fire\loop[liquid_fire4]		293952
	121783080	swahili[040mz_230_ans]	C:\Program Files (x86)\Steam\steamapps\common\H2AMPEK\wwise\H2A-Headlong\.cache\Windows\sfx\swahili[040mz_230_ans]_ddc98ef4.wem		\Actor-Mixer Hierarchy\cex_headlong\Sound Scenery\swahili\swahili[040mz_230_ans]		589888
	147867406	swahili[388]	C:\Program Files (x86)\Steam\steamapps\common\H2AMPEK\wwise\H2A-Headlong\.cache\Windows\sfx\swahili[388]_ddc98ef4.wem		\Actor-Mixer Hierarchy\cex_headlong\Sound Scenery\swahili\swahili[388]		559168
	159099084	loop[ca_fanlift_loop_2]	C:\Program Files (x86)\Steam\steamapps\common\H2AMPEK\wwise\H2A-Headlong\.cache\Windows\sfx\fan_loop\loop[ca_fanlift_loop_2]_ddc98ef4.wem		\Actor-Mixer Hierarchy\cex_headlong\Sound Scenery\ca_cyberdine_fan_lift\loop[ca_fanlift_loop_2]		270400
	179953576	swahili[040mz_160_ans]	C:\Program Files (x86)\Steam\steamapps\common\H2AMPEK\wwise\H2A-Headlong\.cache\Windows\sfx\swahili[040mz_160_ans]_ddc98ef4.wem		\Actor-Mixer Hierarchy\cex_headlong\Sound Scenery\swahili\swahili[040mz_160_ans]		574528
	206384518	loop[ca_hvac_point_lp1]	C:\Program Files (x86)\Steam\steamapps\common\H2AMPEK\wwise\H2A-Headlong\.cache\Windows\sfx\hvac_point\loop[ca_hvac_point_lp1]_ddc98ef4.wem		\Actor-Mixer Hierarchy\cex_headlong\Sound Scenery\ca_hvac_point\loop[ca_hvac_point_lp1]		274496
	207127855	loop[ca_m50_machine1_lp2]	C:\Program Files (x86)\Steam\steamapps\common\H2AMPEK\wwise\H2A-Headlong\.cache\Windows\sfx\m50_machine1\loop[ca_m50_machine1_lp2]_ddc98ef4.wem		\Actor-Mixer Hierarchy\cex_headlong\Sound Scenery\ca_m50_machine1\loop[ca_m50_machine1_lp2]		379968
